Gender,Age,Race,Professional Field,Professional Status,Degree Status,Relationship Status,Political Views,Religious Views,Religious Background,Religious Background 2,IQ,OB posts,-------------------------------------------------------------------------------------------------------------------------,Time in Community,Time per day,LW Karma,Probability: MWI,Probability: Aliens,Probability: Aliens 2,Probability: God,Probability: God 2,Probability: Supernatural,Probability: Cryonics,Probability: Anti-Agathics,Probability: Simulation,Three Worlds Ending,Robin vs. Eliezer Singularity,Singularity: Year,Classic Prisoner's Dilemma,"Eliezer's ""True"" Prisoner's Dilemma",Probability: High IQ,Private,Counterfactual Mugging,Existential Risk 2,-------------------------------------------------------------------------------------------------------------------------,Cryonics,Participation,Moral value,Probability: Global Warming,Expertise,Probability: Existential Risk,Charity,Moral Views,Calibration 1,Calibration 2
Male,22,White (non-Hispanic),"Economics/Finance, Mathematics",Student,Ph. D.,Married,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was extremely religious,LDS,,90,,24,120,300,60,90,50,0,0,0,5,0.05,1,Superhappies reprogram the human utility function,No preference / Don't believe in the Singularity,2150,No preference / Depends / Don't understand,Defect,,,No preference / Depends / Don't understand,"Nanotechnology/""Grey goo""",,"No, but considering it",Atheism,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Higher primates (eg chimps), Other animals",80,"Economics, World affairs, Math and Physics, Philosophy",95,"True, for most normal charities (eg UNICEF)",Consequentialist (Eliezer's interpretation),1885,40
Male,32,White (non-Hispanic),"Other computing, Other Social Sciences",Other non-profit work,Masters,Married,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was explicitly atheist,,140,20.%,,18,10,120,,90,1,5,0,1,10,20,5,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2080,Defect,Defect,70,,Give Omega $100,Pandemic (bioengineered),,"No, and don't plan to","Political debate, Political activism, Technology, Transhumanism, Self-help","Healthy, productive, adult humans, Infants",50,"Economics, Biology and Medicine",80,"Possibly true, but only for a few outstanding charities",,1885,10
Male,23,White (non-Hispanic),Other Hard Sciences,Student,Masters,Single (and looking),"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, but ""spiritual""",Family was less religious than average,Christian,130,60 (All of Eliezer and some others),.,6,20,8,95,85,70,2,0,75,40,5,50,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2150,Cooperate,Cooperate,30,,Don't,Asteroid strike,.,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Higher primates (eg chimps), Other animals",60,,80,"Possibly true, but only for a few outstanding charities",Consequentialist (Eliezer's interpretation),1886,55
Male,26,White (non-Hispanic),"Statistics, Medicine",Student,Masters,In a relationship,"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was extremely religious,Protestant,,About 30%. I've read more of Eliezer's post than I have Robin's.,,3,90,29,75,90,3,0,0,0,2,3,0.0000001,Humans blow up Huygens,No preference / Don't believe in the Singularity,,Defect,Cooperate,,,No preference / Depends / Don't understand,Pandemic (natural),,"No, but considering it","Atheism, Skepticism","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Higher primates (eg chimps), Other animals",99,"World affairs, Biology and Medicine, Psychology and Neurology",75,"Possibly true, but only for a few outstanding charities",Consequentialist (Eliezer's interpretation),1887,5
Male,28,White (non-Hispanic),"Economics/Finance, Other Social Sciences",Unemployed,Masters,Single (but not looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)",Agnostic,Family was about average religiousity,Roman Catholic,,91,,16,30,10,60,99,66,4,0.075,0.04,1,0,12,Humans blow up Huygens,Robin's: Whole brain emulations gradually reaching singularity status,2061,Cooperate,Cooperate,25,,Don't,Asteroid strike,,"No, but considering it",,"My moral system doesn't work like this, or I choose not to answer",42,"Economics, World affairs, Philosophy",88,"Possibly true, but only for a few outstanding charities",Virtue Ethics,1888,55
Male,34,White (non-Hispanic),,Other non-profit work,Masters,Married,"liberal or libertarian, depending on topic","Atheist, and not ""spiritual""",Family was nonreligious,,,0,,0,0,,,99,50,0,0,0,1,0,0,No preference / Didn't read it,No preference / Don't believe in the Singularity,,Cooperate,Defect,,,Don't,Pandemic (natural),,"No, never thought about it",,"Infants, Higher primates (eg chimps), Other animals",20,"World affairs, Biology and Medicine",85,No opinion,Don't believe in morality,1889,5
Male,32,White (non-Hispanic),"Other computing, Other Hard Sciences","Academic (on the teaching end, not the student end)",Ph. D.,In a relationship,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)",Agnostic,Family was about average religiousity,"Christian, Episcopalian",,20,,6,25,14,0.001,50,49,0,0,,1,0.001,0.001,No preference / Didn't read it,No preference / Don't believe in the Singularity,2300,Defect,Defect,,,Don't,,,"No, and don't plan to",Technology,"My moral system doesn't work like this, or I choose not to answer",75,"Law, Math and Physics, AI",99,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Don't believe in morality,1890,10
Male,30,White (non-Hispanic),Other computing,Other for-profit work,B. S.,Single (but not looking),"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Catholic,,40,,18,30,57,,95,90,0,0,0,5,20,1,Superhappies reprogram the human utility function,Eliezer's: A singleton AI suddenly reaching singularity status,2060,Cooperate,Cooperate,,,Give Omega $100,Nuclear war,,"No, and don't plan to",Technology,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Higher primates (eg chimps), Other animals",80,"Math and Physics, AI, Philosophy",70,"Possibly true, but only for a few outstanding charities",Consequentialist (Eliezer's interpretation),1890,10
Male,47,White (non-Hispanic),None / Decline to answer,Other for-profit work,None,Single (but not looking),anarchist,"Atheist, and not ""spiritual""",Family was about average religiousity,episcopal / southern baptist,156,99,,30,40,160,60,99,99,0.0001,1E-013,0.0001,90,75,,Humans blow up Huygens,No preference / Don't believe in the Singularity,2050,No preference / Depends / Don't understand,Defect,70,,Don't,Unfriendly AI,,"No, and don't plan to",,"My moral system doesn't work like this, or I choose not to answer",10,"Economics, Energy/pollution/environment, AI, Biology and Medicine, Psychology and Neurology",90,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",virtue ethics,1890,50
Male,24,White (non-Hispanic),Other computing,Student,Masters,Single (but not looking),,"Atheist, and not ""spiritual""",Family was about average religiousity,Orthodox Christianity,,70,,20,90,700,90,90,2,1,0,1,15,15,1,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2060,Cooperate,Cooperate,,,Don't,Unfriendly AI,,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps)",30,"Math and Physics, AI",30,"Possibly true, but only for a few outstanding charities",Consequentialist (Eliezer's interpretation),1890,15
Male,39,White (non-Hispanic),Engineering,"Academic (on the teaching end, not the student end)",Ph. D.,Married,"Conservative (for example US Republicans or UK Tories; support ""traditional"" values, low taxes, low redistribution of wealth)",Agnostic,Family was extremely religious,catholic,150,300,,10,60,,75,80,20,50,20,20,25,40,10,Humans blow up Huygens,Robin's: Whole brain emulations gradually reaching singularity status,2200,Cooperate,Defect,30,,Don't,Asteroid strike,,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Brain-dead adult humans, Infants, Fetuses, Embryos",5,"Economics, Energy/pollution/environment, Math and Physics",95,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",,1890,20
Male,24,Asian,Other computing,Student,Ph. D.,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Hindu,,60,,20,15,,90,80,10,20,1,5,5,10,20,No preference / Didn't read it,Eliezer's: A singleton AI suddenly reaching singularity status,2100,Cooperate,Defect,,,No preference / Depends / Don't understand,Nuclear war,,"No, but considering it",Self-help,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Higher primates (eg chimps), Other animals",70,,30,"True, for most normal charities (eg UNICEF)",Consequentialist (generic interpretation),1890,10
Male,21,White (non-Hispanic),Philosophy,Student,B. S.,Single (but not looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Catholic,"~130, Stanford-Binet childhood test",75,,Since the beginning,10,160,80,60,50,5,10,1,15,18,10,No preference / Didn't read it,Robin's: Whole brain emulations gradually reaching singularity status,2070,Cooperate,Cooperate,40,,No preference / Depends / Don't understand,"Nanotechnology/""Grey goo""",,"No, but considering it","Technology, Transhumanism","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",50,"Economics, Law, AI, Philosophy",30,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Consequentialist (generic interpretation),1890,20
Male,30,White (non-Hispanic),Other computing,Other for-profit work,Masters,In a relationship,"Socialist (for example Scandinavian countries; socially permissive, high taxes and major redistribution of wealth)","Atheist, and not ""spiritual""",Family was nonreligious,,,45,.,12,15,,75,99.999,50,,0,,50,50,,No preference / Didn't read it,Eliezer's: A singleton AI suddenly reaching singularity status,2040,Defect,Defect,,,Don't,Unfriendly AI,.,"No, and don't plan to",Technology,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Embryos, Higher primates (eg chimps), Other animals",80,,50,"Possibly true, but only for a few outstanding charities",,1890,10
Male,26,White (non-Hispanic),Other computing,Other for-profit work,B. S.,In a relationship,"Conservative (for example US Republicans or UK Tories; support ""traditional"" values, low taxes, low redistribution of wealth)","Atheist, but ""spiritual""",Family was about average religiousity,Christian,,70,.,18,50,0,60,97,88,1,0.000001,2,4,4,0.7,No preference / Didn't read it,No preference / Don't believe in the Singularity,,Cooperate,Cooperate,,,Give Omega $100,Pandemic (bioengineered),,"No, but considering it",,"Healthy, productive, adult humans",80,Math and Physics,95,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",,1890,30
Male,26,White (non-Hispanic),Other computing,Other for-profit work,B. S.,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)",Agnostic,Family was less religious than average,Christian Scientist,,< 1%,,found today,0,0,50,75,20,0,5,0,5,20,0.01,No preference / Didn't read it,Eliezer's: A singleton AI suddenly reaching singularity status,2035,Defect,No preference / Depends / Don't understand,,,,Environmental catastrophe (eg global warming),,"No, and don't plan to",Technology,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Brain-dead adult humans, Infants, Fetuses, Embryos, Higher primates (eg chimps)",90,"World affairs, Math and Physics",90,"True, for most normal charities (eg UNICEF)",,1890,40
Male,31,White (non-Hispanic),"Statistics, Other Hard Sciences",Student,Ph. D.,Married,"Liberal (for example, US Democrats and UK Tories; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was less religious than average,,,95% of all posts,,27,60,180,50,100,100,0,0,0,75,20,20,Humans blow up Huygens,No preference / Don't believe in the Singularity,2039,Cooperate,Cooperate,,,Don't,Environmental catastrophe (eg global warming),,"No, and don't plan to",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",97,Biology and Medicine,50,"Possibly true, but only for a few outstanding charities",,1890,20
Male,21,White (non-Hispanic),Philosophy,Student,B. S.,In a relationship,"Liberal (for example, US Democrats and UK Tories; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was less religious than average,Catholic,,400,,8,80,130,30,99.99,90,0.0000001,0,0.0001,3,15,5,Humans blow up Huygens,Robin's: Whole brain emulations gradually reaching singularity status,2200,Defect,Defect,,,Don't,Pandemic (bioengineered),,"No, but considering it","Atheism, Political debate, Political activism","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Higher primates (eg chimps), Other animals",95,"World affairs, Law, Philosophy",97,"Possibly true, but only for a few outstanding charities",Consequentialist (generic interpretation),1890,10
Male,21,White (non-Hispanic),"Statistics, Psychology, Artificial Intelligence, Other computing",Student,B. S.,Single (but not looking),"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Jewish (Reform),,60,,11,30,,90,99.999,90,0,0,0,33,"1 (continuous biological life), 40 (subjective age, possibly discontinuous or not biologically embodied)",,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2040,Cooperate,Cooperate,,,Give Omega $100,Unfriendly AI,,"No, but considering it",Technology,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants",90,"Economics, Math and Physics, AI, Biology and Medicine, Psychology and Neurology, Philosophy",50,"Possibly true, but only for a few outstanding charities",Consequentialist (Eliezer's interpretation),1890,40
Male,30,White (non-Hispanic),Economics/Finance,Other for-profit work,Masters,In a relationship,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,protestant,150,40,,13,10,,5,25,0.5,0.001,0,0.001,10,0.001,5,No preference / Didn't read it,No preference / Don't believe in the Singularity,,Defect,Defect,75,,Don't,Nuclear war,,"No, and don't plan to",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Higher primates (eg chimps), Other animals",40,"Economics, Math and Physics, Philosophy",90,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Consequentialist (Eliezer's interpretation),1890,25
,28,,Other computing,Other for-profit work,None,Single (but not looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)",Agnostic,Family was about average religiousity,Christian (non-denominational),,10,,6,20,,,95,90,,,,20,60,,No preference / Didn't read it,No preference / Don't believe in the Singularity,2050,Cooperate,Cooperate,,,Give Omega $100,"Nanotechnology/""Grey goo""",,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses",60,World affairs,70,"Possibly true, but only for a few outstanding charities",Deontologist,1890,40
Male,30,White (non-Hispanic),Other computing,Other for-profit work,Masters,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Catholic,,20,,12,45,233,,25,1,0,0,0,1,25,0,No preference / Didn't read it,Eliezer's: A singleton AI suddenly reaching singularity status,2050,Defect,Defect,,,Don't,Asteroid strike,,"No, and don't plan to",,"My moral system doesn't work like this, or I choose not to answer",20,"Economics, Math and Physics, Psychology and Neurology",99,"Possibly true, but only for a few outstanding charities",Egoism (closest I can find),1890,20
Male,22,White (non-Hispanic),Other Hard Sciences,Student,Masters,In a relationship,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was nonreligious,,,100,,12,30,,100,90,20,0,0,0,25,50,25,Superhappies reprogram the human utility function,Eliezer's: A singleton AI suddenly reaching singularity status,2048,Defect,Defect,,,Give Omega $100,Unfriendly AI,,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans",20,"Economics, Math and Physics, Philosophy",50,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Consequentialist (Eliezer's interpretation),1890,20
Male,22,Black,Electrical Eng,Student,Ph. D.,Single (and looking),Agnostic,Committed theist,Family was extremely religious,Christianity,,100,.,21,30,,97,100,,100,100,0,,98,,Superhappies reprogram the human utility function,Eliezer's: A singleton AI suddenly reaching singularity status,2043,Defect,Defect,,,Don't,Pandemic (bioengineered),.,"No, but considering it","Technology, Spirituality/Religion","Healthy, productive, adult humans, Healthy, unproductive adult humans, Brain-dead adult humans, Infants, Fetuses, Higher primates (eg chimps), Other animals",100,"Economics, World affairs, Energy/pollution/environment, Math and Physics, AI, Biology and Medicine, Philosophy",96,"True, for most normal charities (eg UNICEF)",Consequentialist (Eliezer's interpretation),1890,15
Male,28,White (non-Hispanic),Other computing,Other for-profit work,Masters,In a relationship,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was nonreligious,,,95,.,24,30,215,50,95,50,0.1,0,0,60,70,10,Humans blow up Huygens,No preference / Don't believe in the Singularity,2025,Cooperate,Cooperate,,,Give Omega $100,Unfriendly AI,,"No, but considering it","Atheism, Political debate, Self-help","Healthy, productive, adult humans, Infants, Higher primates (eg chimps), Other animals",90,"World affairs, Math and Physics, AI, Psychology and Neurology",75,"Possibly true, but only for a few outstanding charities",Consequentialist (Eliezer's interpretation),1890,25
Male,22,White (non-Hispanic),"Philosophy, mathematics",Student,Ph. D.,Single (and looking),apolitical,"Atheist, and not ""spiritual""",Family was extremely religious,roman catholic,,100,.,18,30,0,20,5,2,7,2,10,5,5,10,No preference / Didn't read it,Robin's: Whole brain emulations gradually reaching singularity status,2250,Cooperate,Cooperate,,,Don't,Nuclear war,.,"No, but considering it",,"My moral system doesn't work like this, or I choose not to answer",7,"Math and Physics, Philosophy",90,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Consequentialist (Eliezer's interpretation),1890,30
Male,21,White (non-Hispanic),"Other computing, Mathmatics",Student,B. S.,Single (and looking),"Socialist (for example Scandinavian countries; socially permissive, high taxes and major redistribution of wealth)","Atheist, and not ""spiritual""","Mother nonreligious, father explicitly atheist",,,I have read ~400 of Eliezers and maybe 100 of Robins,,1,300,,95.%,99.999,90,0.0001,0.00001,0.000001,1,10,50.%,Superhappies reprogram the human utility function,No preference / Don't believe in the Singularity,2200,Cooperate,Defect,,,Don't,Environmental catastrophe (eg global warming),,"No, but considering it","Atheism, Technology","Healthy, productive, adult humans, My moral system doesn't work like this, or I choose not to answer",99,,10,No opinion,Consequentialist (Eliezer's interpretation),1890,5
Male,22,White (non-Hispanic),"Philosophy, Economics/Finance",Student,B. S.,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Catholic,,">95% (all Eliezer, most Robin)",,~24 months,15-20,80,80,90,5,0,0,0,70,1,5,Humans blow up Huygens,Robin's: Whole brain emulations gradually reaching singularity status,2080,Defect,Defect,,,Give Omega $100,Asteroid strike,,"No, but considering it","Atheism, Political debate","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants",80,"Economics, Philosophy",95,"True, for most normal charities (eg UNICEF)",Rule Utilitarian,1890,20
Male,22,White (non-Hispanic),Other Social Sciences,Other non-profit work,B. S.,In a relationship,"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Roman Catholic,,33,,12,60,20,70,40,0,0,0,0,20,70,40,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2043,Cooperate,Cooperate,,,Give Omega $100,Unfriendly AI,,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans",67,,80,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Consequentialist (Eliezer's interpretation),1891,33
Male,51,White (non-Hispanic),None / Decline to answer,Unemployed,Masters,Single (and looking),"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was explicitly atheist,,155,4,,6,5,0,50,99,98,0.001,0,0,2,3,,,,2100,Cooperate,Cooperate,50,,Don't,"Nanotechnology/""Grey goo""",,"No, never thought about it",Atheism,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Embryos, Higher primates (eg chimps), Other animals",78,,55,"True, for most normal charities (eg UNICEF)",,1892,38
Male,30,White (non-Hispanic),None / Decline to answer,Other for-profit work,B. S.,In a relationship,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Jewish (Conservative),150,80,,10,20,50,5,70,60,0,0,0,2,15,20,No preference / Didn't read it,Eliezer's: A singleton AI suddenly reaching singularity status,2090,Defect,Defect,80,,Give Omega $100,Pandemic (bioengineered),,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants",95,"Economics, World affairs, Law, Math and Physics",75,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Deontologist,1895,45
Male,28,White (non-Hispanic),Other computing,Other for-profit work,B. S.,Married,"no political philosophy except pragmatism, but default to libertarian policy if the arguments for anything else aren't persuasive","Atheist, and not ""spiritual""",Family was nonreligious,,,all,,,,34,98,50,1,0.00001,0.00000001,0.0001,50,40,0.00001,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2200,Cooperate,Defect,,,Don't,Nuclear war,,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Higher primates (eg chimps)",75,"Economics, World affairs, Math and Physics",75,No opinion,Consequentialist (Eliezer's interpretation),1895,40
Male,29,White (non-Hispanic),"Other computing, non-profit",Other non-profit work,None,In a relationship,"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""","mother was very religious, father was atheist",catholic,,70,.,14,25,1,75,0.5,5E-010,0.000005,5E-015,0.05,23,31,0.5,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2124,Cooperate,Cooperate,,,Give Omega $100,"Nanotechnology/""Grey goo""",.,"No, but considering it","Atheism, Technology","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",99.95,"Energy/pollution/environment, Math and Physics",32,"Possibly true, but only for a few outstanding charities",Consequentialist (generic interpretation),1895,40
Male,58,White (non-Hispanic),Other computing,Unemployed,B. S.,In a relationship,"Liberal (for example, US Democrats and UK Tories; socially permissive, more taxes, more redistribution of wealth)",Agnostic,Family was about average religiousity,Protestant (Church of Christ),140,20.%,,12,10,,66,45,22,1,1,1,10,5,1,No preference / Didn't read it,No preference / Don't believe in the Singularity,2049,Cooperate,Cooperate,66,,Give Omega $100,Environmental catastrophe (eg global warming),,"No, and don't plan to",Technology,"Healthy, productive, adult humans, Infants, Higher primates (eg chimps), Other animals",80,"AI, Psychology and Neurology",50,"True, for most normal charities (eg UNICEF)",Consequentialist (generic interpretation),1898,66
Female,19,White (non-Hispanic),Other Social Sciences,Student,B. A.,In a relationship,"Socialist (for example Scandinavian countries; socially permissive, high taxes and major redistribution of wealth)","Atheist, and not ""spiritual""",Family was less religious than average,Christian,,~85%,,~22,30,,77,60,8,0.0001,0,0,23,32,0.01,Superhappies reprogram the human utility function,Eliezer's: A singleton AI suddenly reaching singularity status,2500,Cooperate,Defect,,,Don't,Environmental catastrophe (eg global warming),,"No, and don't plan to","Atheism, Skepticism, Political debate","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",88,,70,"Possibly true, but only for a few outstanding charities",Consequentialist (generic interpretation),1899,15
Male,23,White (non-Hispanic),Electrical/ Computer Engineering,Other for-profit work,B. S.,In a relationship,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was nonreligious,,139,10% (mostly Eliezer's),,1,20,,51,5,0.01,0,0,0,10,5,,No preference / Didn't read it,No preference / Don't believe in the Singularity,,No preference / Depends / Don't understand,Cooperate,40,,Give Omega $100,Nuclear war,,"No, and don't plan to",Atheism,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps)","75 (depending on the definition of ""soon"")","Economics, World affairs, Math and Physics",70,"Possibly true, but only for a few outstanding charities",,1900,20
Male,27,White (non-Hispanic),Other Hard Sciences,Student,Ph. D.,Married,"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was nonreligious,,,5,,1,45,0,75,100,100,0,0,0,50,50,0,Humans blow up Huygens,Robin's: Whole brain emulations gradually reaching singularity status,,Cooperate,Cooperate,,,Don't,Nuclear war,,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",100,"World affairs, Energy/pollution/environment, Math and Physics, Philosophy",99,No opinion,,1900,1
Male,40,White (non-Hispanic),graphic & web design,Other for-profit work,Masters,In a relationship,"Socialist (for example Scandinavian countries; socially permissive, high taxes and major redistribution of wealth)","Atheist, and not ""spiritual""",Family was nonreligious,,,20.%,.,6,30,7,10,99.99,99,0.001,0.000001,0.01,10,10,0.01,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2100,Cooperate,Defect,,,Don't,Nuclear war,.,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",95,"Economics, World affairs, Energy/pollution/environment, Philosophy",90,"True, for most normal charities (eg UNICEF)",Consequentialist (generic interpretation),1900,50
Male,17,White (non-Hispanic),"Economics/Finance, Statistics, Other computing",Student,Masters,Single (and looking),Apolitical.  My opinion does't matter so it's not worth constructing.,"Atheist, and not ""spiritual""",I'd say they are quietly but powerfully religious.,Evangelical christian,,"50, but I often stopped reading partway through.",,18?,40,179,,90.%,0.0077%,2.%,0.5%,4.%,,,,Superhappies reprogram the human utility function,No preference / Don't believe in the Singularity,,Cooperate,Cooperate,,,Don't,Pandemic (bioengineered),,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Brain-dead adult humans, Infants, Fetuses, Embryos, Higher primates (eg chimps), Other animals",,,,"Possibly true, but only for a few outstanding charities",I don't know what the first three options mean.,1900,20
Male,23,White (non-Hispanic),"Artificial Intelligence, Other computing",Other for-profit work,None,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Charismatic Christians,,7.%,,3.7,90,110,,,,0,0,0,,,0,Humans blow up Huygens,No preference / Don't believe in the Singularity,,Defect,Defect,,,Don't,Pandemic (bioengineered),,"No, but considering it","Political debate, Political activism","Healthy, productive, adult humans",,"Math and Physics, AI, Philosophy",,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Consequentialist (generic interpretation),1900,1.%
Female,20,White (non-Hispanic),Philosophy,Student,Ph. D.,Single (but not looking),"Liberal (for example, US Democrats and UK Tories; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was explicitly atheist,,unknown due to limitations of test; at least 150,40.%,,6,90 (some of that compulsively refreshing the comments page),300,,80,20,1,0.1,1,2,,5,Superhappies reprogram the human utility function,No preference / Don't believe in the Singularity,2150,Cooperate,Cooperate,30,,Don't,Nuclear war,,"No, and don't plan to",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",80,"World affairs, Psychology and Neurology, Philosophy",85,"Possibly true, but only for a few outstanding charities","Basically deontic, but don't wish to be associated with classic deontology",1900,5.%
Male,24,White (non-Hispanic),Other computing,Other for-profit work,B. S.,Single (but not looking),"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Catholic,163,50.%,,6,20,0,70,1,0,0,0,0,10,70,,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2050,Cooperate,Defect,70,,Don't,Unfriendly AI,,"No, but considering it","Atheism, Technology","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",75,"AI, Philosophy",95,No opinion,Consequentialist (generic interpretation),1900,10
